CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JC114865,01/12/2019 09:50:00 PM,030XX W PETERSON AVE,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,RESTAURANT,Y,N,2011,40,22,,,,,
JC165351,01/01/2019 09:00:00 AM,002XX N DEARBORN ST,1585,SEX OFFENSE,OTHER,RESIDENCE,N,Y,111,42,17,,,,,
JC165133,01/04/2019 09:00:00 AM,002XX N PINE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,1523,37,26,,,,,
JC119224,01/06/2019 10:00:00 PM,026XX W 61ST ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,Y,825,16,02,1159623,1864101,41.782806351,-87.690318973,"(41.782806351, -87.690318973)"
JC115785,01/13/2019 07:30:00 PM,046XX N CLARK ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,Y,N,1913,46,26,1165499,1930878,41.965925388,-87.66687471,"(41.965925388, -87.66687471)"
JC118983,01/11/2019 01:18:00 PM,0000X E MADISON ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,N,N,112,42,11,1176978,1900419,41.882092063,-87.625593389,"(41.882092063, -87.625593389)"
JC114316,01/12/2019 02:50:00 PM,0000X E OHIO ST,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,N,N,1834,42,06,1176468,1904201,41.8924816,-87.627351831,"(41.8924816, -87.627351831)"
JC121845,01/01/2019 12:00:00 PM,024XX E 78TH ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,Y,421,7,06,1193994,1853728,41.753567662,-87.564645811,"(41.753567662, -87.564645811)"
JC113676,01/12/2019 01:03:00 AM,002XX W 63RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA PLATFORM,Y,N,711,20,08B,1175827,1863196,41.779975054,-87.630937377,"(41.779975054, -87.630937377)"
JC115187,01/13/2019 09:40:00 AM,011XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1824,2,06,1175324,1908199,41.903478069,-87.631433102,"(41.903478069, -87.631433102)"
JC114971,01/12/2019 10:46:00 PM,004XX N PARK DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,N,1834,42,08B,1178582,1903456,41.890389293,-87.619610833,"(41.890389293, -87.619610833)"
JC115280,01/13/2019 10:25:00 AM,068XX S WABASH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,Y,N,322,6,15,1177907,1859629,41.770139955,-87.623419798,"(41.770139955, -87.623419798)"
JC113456,01/11/2019 03:00:00 PM,065XX S ST LAWRENCE AVE,0810,THEFT,OVER $500,APARTMENT,N,N,321,20,06,1181359,1861758,41.775903255,-87.610700744,"(41.775903255, -87.610700744)"
JC113904,01/12/2019 09:00:00 AM,070XX S NORMAL BLVD,031A,ROBBERY,ARMED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),N,N,732,6,03,1174163,1858316,41.766620914,-87.637182633,"(41.766620914, -87.637182633)"
JC116572,01/12/2019 11:06:00 AM,075XX S STONY ISLAND AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,OTHER,N,N,411,8,11,1188125,1855104,41.757485413,-87.586109433,"(41.757485413, -87.586109433)"
JC117579,01/13/2019 10:37:00 AM,072XX S HALSTED ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,Y,N,733,6,16,1172219,1856867,41.762687635,-87.644350659,"(41.762687635, -87.644350659)"
JC114231,01/12/2019 01:25:00 PM,013XX S KEELER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1011,24,08B,1148596,1893516,41.863744423,-87.729990498,"(41.863744423, -87.729990498)"
JC115010,01/13/2019 02:05:00 AM,065XX S PEORIA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,723,6,08B,1171431,1861479,41.775360809,-87.647103931,"(41.775360809, -87.647103931)"
JC115467,01/13/2019 11:15:00 AM,025XX W 66TH ST,0820,THEFT,$500 AND UNDER,STREET,N,N,832,16,06,1160606,1860807,41.773746927,-87.68680577,"(41.773746927, -87.68680577)"
JC119031,01/07/2019 12:30:00 PM,086XX S CHAPPEL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,412,8,11,1191347,1848028,41.737990843,-87.574530136,"(41.737990843, -87.574530136)"
JC116069,01/13/2019 03:00:00 PM,128XX S MORGAN ST,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,N,N,523,34,26,1172016,1819529,41.660231074,-87.646186779,"(41.660231074, -87.646186779)"
JC114918,01/12/2019 10:49:00 PM,062XX S FRANCISCO AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,N,N,823,16,09,1158118,1863169,41.780279562,-87.695862137,"(41.780279562, -87.695862137)"
JC103867,01/03/2019 11:23:00 PM,026XX S CHRISTIANA AVE,2022,NARCOTICS,POSS: COCAINE,STREET,Y,N,1032,12,18,1154455,1886339,41.843934905,-87.708673962,"(41.843934905, -87.708673962)"
JC101640,01/02/2019 08:00:00 AM,105XX S INDIANAPOLIS AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESTAURANT,N,N,432,10,26,1204873,1835598,41.703544122,-87.525402868,"(41.703544122, -87.525402868)"
JC101290,01/01/2019 11:33:00 PM,026XX N HOYNE AVE,1460,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,STREET,Y,N,1931,1,15,1162365,1917575,41.929487555,-87.67877134,"(41.929487555, -87.67877134)"
JC102429,01/02/2019 09:00:00 PM,013XX W 89TH ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),N,N,2222,21,04A,1169008,1845788,41.73235531,-87.656438918,"(41.73235531, -87.656438918)"
JC102152,01/02/2019 05:20:00 PM,023XX N KENMORE AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,COLLEGE/UNIVERSITY RESIDENCE HALL,Y,N,1811,43,18,1168905,1915778,41.924416977,-87.654791085,"(41.924416977, -87.654791085)"
JC102379,01/02/2019 08:31:00 PM,054XX S SPAULDING AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,822,14,18,1155308,1868274,41.794345127,-87.706027593,"(41.794345127, -87.706027593)"
JC101242,01/01/2019 10:31:00 PM,009XX S LAWNDALE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,1133,24,26,1151870,1895711,41.869703985,-87.71791397,"(41.869703985, -87.71791397)"
JC102961,01/03/2019 11:30:00 AM,062XX S INDIANA AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,311,20,05,1178641,1863698,41.781289054,-87.620605666,"(41.781289054, -87.620605666)"
JC102822,01/03/2019 10:10:00 AM,050XX W DIVISION ST,2024,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,Y,N,1531,37,18,1142665,1907524,41.90229641,-87.751414441,"(41.90229641, -87.751414441)"
JC102185,01/01/2019 05:00:00 AM,017XX W HARRISON ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,OTHER,N,N,1231,27,02,1164672,1897413,41.874112944,-87.670865933,"(41.874112944, -87.670865933)"
JC104651,01/03/2019 11:50:00 AM,0000X W WASHINGTON ST,0560,ASSAULT,SIMPLE,OTHER,N,N,112,42,08A,1175732,1900816,41.88320956,-87.630156699,"(41.88320956, -87.630156699)"
JC104009,01/03/2019 06:00:00 PM,055XX S CICERO AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,813,23,06,1145596,1867494,41.792393636,-87.741661344,"(41.792393636, -87.741661344)"
JC102140,01/02/2019 05:37:00 PM,076XX S SOUTH CHICAGO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,N,N,411,5,07,1186357,1854748,41.756550472,-87.592600053,"(41.756550472, -87.592600053)"
JC101085,01/01/2019 12:15:00 PM,085XX S KOLMAR AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,834,18,26,1147587,1847442,41.737329686,-87.734872105,"(41.737329686, -87.734872105)"
JC102341,01/02/2019 06:02:00 PM,021XX W WASHINGTON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1223,27,14,1162176,1900666,41.883091959,-87.679939156,"(41.883091959, -87.679939156)"
JC103409,01/02/2019 09:00:00 PM,092XX S PRINCETON AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,634,21,11,1176291,1843775,41.726671103,-87.629818502,"(41.726671103, -87.629818502)"
JC102629,01/03/2019 06:45:00 AM,094XX S PEORIA ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2223,21,14,1171975,1842249,41.72257925,-87.645673097,"(41.72257925, -87.645673097)"
JC100363,01/01/2019 06:00:00 AM,028XX W POLK ST,0460,BATTERY,SIMPLE,STREET,N,N,1135,28,08B,1157593,1896245,41.871054822,-87.696888584,"(41.871054822, -87.696888584)"
JC101279,01/01/2019 11:40:00 PM,023XX W CHICAGO AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESTAURANT,N,N,1212,1,04A,1160571,1905271,41.895761856,-87.685705175,"(41.895761856, -87.685705175)"
JC102468,01/02/2019 10:15:00 PM,067XX S CORNELL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,332,5,08B,1188365,1860569,41.772476122,-87.585055646,"(41.772476122, -87.585055646)"
JC108290,01/02/2019 04:45:00 PM,093XX S HAMILTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,DRIVEWAY - RESIDENTIAL,N,N,2221,19,14,1163666,1842696,41.723983994,-87.676095532,"(41.723983994, -87.676095532)"
JC100227,01/01/2019 03:25:00 AM,045XX S LAMON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,814,22,08B,1144452,1874188,41.810784565,-87.745688479,"(41.810784565, -87.745688479)"
JC102388,01/02/2019 07:11:00 PM,082XX S HALSTED ST,1479,CONCEALED CARRY LICENSE VIOLATION,ARMED WHILE UNDER THE INFLUENCE,VEHICLE-COMMERCIAL,Y,N,622,21,15,1172408,1850141,41.744226478,-87.643855503,"(41.744226478, -87.643855503)"
JC101010,01/01/2019 02:00:00 AM,038XX N LINCOLN AVE,0460,BATTERY,SIMPLE,OTHER,N,N,1922,47,08B,1162732,1925750,41.951912521,-87.677192781,"(41.951912521, -87.677192781)"
JC100002,01/01/2019 12:02:00 AM,061XX S EBERHART AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,Y,N,313,20,15,1180637,1864382,41.783120383,-87.613266958,"(41.783120383, -87.613266958)"
JC100515,01/01/2019 11:00:00 AM,078XX S PHILLIPS AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,APARTMENT,N,N,421,7,04B,1193889,1853458,41.752829334,-87.565039426,"(41.752829334, -87.565039426)"
JC103302,01/03/2019 03:33:00 PM,006XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1834,42,06,1177327,1904307,41.892753031,-87.624193896,"(41.892753031, -87.624193896)"
JC100191,01/01/2019 02:20:00 AM,017XX N NEWCASTLE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,Y,N,2513,29,15,1130486,1910888,41.911745659,-87.796073195,"(41.911745659, -87.796073195)"
JC100109,01/01/2019 12:57:00 AM,039XX N KEELER AVE,0470,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,RESIDENCE PORCH/HALLWAY,Y,N,1731,45,24,1147701,1925886,41.952588198,-87.732443591,"(41.952588198, -87.732443591)"
JC102380,01/02/2019 08:45:00 PM,051XX W GRAND AVE,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,2522,36,03,1141617,1912831,41.916878854,-87.75513255,"(41.916878854, -87.75513255)"
JC103885,01/03/2019 11:33:00 PM,026XX S KEELER AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,Y,N,1031,22,26,1148810,1886181,41.843612132,-87.729394293,"(41.843612132, -87.729394293)"
JC102529,01/03/2019 12:45:00 AM,001XX S MORGAN ST,033A,ROBBERY,ATTEMPT: ARMED-HANDGUN,STREET,N,N,1232,25,03,1169798,1899632,41.880091936,-87.65198105,"(41.880091936, -87.65198105)"
JC100634,01/01/2019 11:58:00 AM,089XX S LANGLEY AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,633,6,06,1182459,1846036,41.732734999,-87.60715476,"(41.732734999, -87.60715476)"
JC104272,01/03/2019 03:00:00 AM,002XX S CANAL ST,0880,THEFT,PURSE-SNATCHING,STREET,N,N,121,42,06,1173178,1899203,41.878840427,-87.639582928,"(41.878840427, -87.639582928)"
JC101735,01/02/2019 12:22:00 PM,119XX S MICHIGAN AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,Y,N,532,9,26,1178982,1825961,41.677726252,-87.620501252,"(41.677726252, -87.620501252)"
JC103476,01/03/2019 08:20:00 AM,049XX S WESTERN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,922,15,06,1161186,1872062,41.80462016,-87.684368169,"(41.80462016, -87.684368169)"
JC100228,01/01/2019 03:34:00 AM,015XX E 79TH ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),Y,N,411,5,08B,1188011,1852919,41.751492287,-87.586596725,"(41.751492287, -87.586596725)"
JC102869,01/03/2019 10:48:00 AM,025XX N CENTRAL AVE,0557,ASSAULT,AGG PRO.EMP:KNIFE/CUTTING INST,GROCERY FOOD STORE,N,N,2515,30,04A,1138618,1916230,41.926261042,-87.766068398,"(41.926261042, -87.766068398)"
JC100243,01/01/2019 03:36:00 AM,116XX S AVENUE J,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,433,10,08B,1202578,1828416,41.683894862,-87.534050495,"(41.683894862, -87.534050495)"
JC102904,01/03/2019 10:45:00 AM,038XX W MONROE ST,2027,NARCOTICS,POSS: CRACK,SIDEWALK,Y,N,1122,28,18,1150802,1899386,41.87980954,-87.721738795,"(41.87980954, -87.721738795)"
JC100878,01/01/2019 03:40:00 PM,073XX S MAY ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,N,Y,733,17,04B,1169923,1856125,41.760701648,-87.65278737,"(41.760701648, -87.65278737)"
JC100189,01/01/2019 01:20:00 AM,0000X W HUBBARD ST,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,RESTAURANT,Y,N,1831,42,22,1176142,1903314,41.89005498,-87.628575838,"(41.89005498, -87.628575838)"
JC102217,01/01/2019 11:00:00 PM,013XX S TRIPP AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1011,24,06,1148264,1893480,41.863652031,-87.73121019,"(41.863652031, -87.73121019)"
JC102489,01/02/2019 10:00:00 PM,015XX N DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1424,1,14,1162793,1909965,41.908596229,-87.677412451,"(41.908596229, -87.677412451)"
JC102311,01/02/2019 07:34:00 PM,036XX W LEXINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1133,24,08B,1152148,1896451,41.871729153,-87.716873835,"(41.871729153, -87.716873835)"
JC100421,01/01/2019 07:15:00 AM,009XX E 79TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,624,8,08B,1184039,1852826,41.751330763,-87.601154923,"(41.751330763, -87.601154923)"
JC100677,01/01/2019 02:00:00 AM,032XX N CALIFORNIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1733,33,14,1157137,1921681,41.940862621,-87.69787093,"(41.940862621, -87.69787093)"
JC100251,01/01/2019 03:59:00 AM,031XX W MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1124,28,08B,1155281,1899364,41.879660405,-87.70529302,"(41.879660405, -87.70529302)"
JC102126,01/01/2019 03:00:00 PM,042XX W SCHOOL ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1731,30,06,1147628,1921604,41.940839439,-87.732822227,"(41.940839439, -87.732822227)"
JC101440,01/01/2019 03:00:00 PM,010XX N PAULINA ST,0810,THEFT,OVER $500,STREET,N,N,1213,1,06,1164868,1907092,41.900668723,-87.669871555,"(41.900668723, -87.669871555)"
JC103528,01/03/2019 06:10:00 PM,024XX N LAMON AVE,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,2521,31,03,1143322,1915733,41.924810527,-87.748795645,"(41.924810527, -87.748795645)"
JC103057,01/03/2019 12:00:00 PM,042XX W 31ST ST,0820,THEFT,$500 AND UNDER,OTHER,N,N,1031,22,06,1148421,1883699,41.836808691,-87.730885744,"(41.836808691, -87.730885744)"
JC103498,01/03/2019 05:49:00 PM,070XX S STATE ST,0560,ASSAULT,SIMPLE,OTHER,N,N,322,6,08A,1177509,1858457,41.766932865,-87.624914075,"(41.766932865, -87.624914075)"
JC100388,01/01/2019 01:40:00 AM,001XX W KINZIE ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,N,N,1831,42,08B,1175310,1902997,41.889203826,-87.631640804,"(41.889203826, -87.631640804)"
JC101904,01/02/2019 02:30:00 PM,010XX N PARKSIDE AVE,1020,ARSON,BY FIRE,RESIDENCE,N,N,1511,29,09,1138496,1906312,41.899047116,-87.766757441,"(41.899047116, -87.766757441)"
JC102844,01/03/2019 10:00:00 AM,090XX S ADA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2222,21,08B,1168916,1844746,41.729497895,-87.656805957,"(41.729497895, -87.656805957)"
JC100207,01/01/2019 02:45:00 AM,010XX W NEWPORT AVE,0460,BATTERY,SIMPLE,ALLEY,N,N,1924,44,08B,1168770,1923083,41.944465172,-87.655074776,"(41.944465172, -87.655074776)"
JC105375,01/03/2019 08:32:00 AM,074XX S JEFFERY BLVD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,N,N,333,5,11,1190830,1856021,41.759936837,-87.576166565,"(41.759936837, -87.576166565)"
JC103647,01/03/2019 05:00:00 PM,052XX S HERMITAGE AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,932,16,06,1165569,1869894,41.798578973,-87.668354764,"(41.798578973, -87.668354764)"
JC102723,01/02/2019 09:22:00 PM,007XX W ADAMS ST,2820,OTHER OFFENSE,TELEPHONE THREAT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,N,N,121,42,26,1171879,1899344,41.879256055,-87.644348413,"(41.879256055, -87.644348413)"
JC102540,01/03/2019 01:17:00 AM,011XX W 63RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,Y,N,712,16,15,1169981,1863027,41.779640335,-87.652374516,"(41.779640335, -87.652374516)"
JC103992,01/03/2019 10:00:00 PM,055XX N SHERIDAN RD,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,2023,48,06,1168632,1937168,41.983117874,-87.655172255,"(41.983117874, -87.655172255)"
JC102194,01/02/2019 05:58:00 PM,021XX W WASHINGTON BLVD,031A,ROBBERY,ARMED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),N,N,1223,27,03,1162189,1900667,41.883094432,-87.679891391,"(41.883094432, -87.679891391)"
JC100311,01/01/2019 05:00:00 AM,093XX S RIDGELAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,413,8,14,1189495,1843382,41.725286363,-87.581463987,"(41.725286363, -87.581463987)"
JC102411,01/02/2019 09:29:00 PM,068XX S PERRY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,Y,Y,722,6,08A,1176579,1859596,41.770079376,-87.628288655,"(41.770079376, -87.628288655)"
JC100386,01/01/2019 04:00:00 AM,011XX S STATE ST,0810,THEFT,OVER $500,CTA TRAIN,N,N,123,4,06,1176517,1895340,41.868165405,-87.62743954,"(41.868165405, -87.62743954)"
JC103049,01/03/2019 11:20:00 AM,030XX N HARLEM AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2511,29,05,1127557,1919342,41.934994367,-87.80664292,"(41.934994367, -87.80664292)"
JC103099,01/03/2019 10:56:00 AM,003XX E OHIO ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),N,N,1834,42,07,1178915,1904276,41.892631803,-87.618362824,"(41.892631803, -87.618362824)"
JC103462,01/03/2019 04:15:00 PM,010XX N RUSH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,N,N,1824,42,11,1176369,1907302,41.900993132,-87.627621735,"(41.900993132, -87.627621735)"
JC101187,01/01/2019 08:56:00 PM,014XX S KENNETH AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,N,Y,1011,24,04B,1146952,1892733,41.86162732,-87.736045588,"(41.86162732, -87.736045588)"
JC103839,01/03/2019 11:00:00 PM,045XX S WOLCOTT AVE,0560,ASSAULT,SIMPLE,STREET,N,Y,924,15,08A,1164447,1874620,41.811571424,-87.672336092,"(41.811571424, -87.672336092)"
JC102506,01/03/2019 12:07:00 AM,069XX S WOODLAWN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,321,5,08B,1185601,1859248,41.768916724,-87.595229104,"(41.768916724, -87.595229104)"
JC103342,01/03/2019 04:04:00 PM,054XX W MADISON ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Y,N,1522,29,06,1139716,1899481,41.880279804,-87.762443285,"(41.880279804, -87.762443285)"
JC103825,01/03/2019 10:30:00 PM,039XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Y,N,1132,24,18,1150460,1894424,41.866199931,-87.723124109,"(41.866199931, -87.723124109)"
JC101036,01/01/2019 05:55:00 PM,057XX S KOSTNER AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,Y,N,813,13,18,1148013,1866181,41.788744568,-87.732832057,"(41.788744568, -87.732832057)"
JC100278,01/01/2019 04:26:00 AM,054XX W JACKSON BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1522,29,14,1140258,1898137,41.876581784,-87.76048603,"(41.876581784, -87.76048603)"
JC103408,01/02/2019 09:00:00 PM,092XX S PRINCETON AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,634,21,05,1176291,1843775,41.726671103,-87.629818502,"(41.726671103, -87.629818502)"
JC102331,01/02/2019 06:10:00 PM,066XX S CORNELL DR,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,Y,N,331,5,26,1188295,1861194,41.774192845,-87.585292315,"(41.774192845, -87.585292315)"
JC100524,01/01/2019 05:00:00 AM,009XX N MOZART ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1211,26,14,1157211,1906262,41.898550181,-87.698018785,"(41.898550181, -87.698018785)"
JC103308,01/03/2019 03:49:00 PM,014XX W 71ST PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,734,17,14,1167985,1857333,41.764058413,-87.65985557,"(41.764058413, -87.65985557)"
JC102050,01/02/2019 03:45:00 PM,078XX S PAULINA ST,0560,ASSAULT,SIMPLE,APARTMENT,N,N,611,17,08A,1166370,1852813,41.751689457,-87.665903469,"(41.751689457, -87.665903469)"
JC100846,01/01/2019 02:45:00 PM,012XX W 115TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,524,34,06,1170243,1828521,41.684945267,-87.652414778,"(41.684945267, -87.652414778)"
JC100763,01/01/2019 01:34:00 PM,018XX N KEDZIE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,Y,N,1421,1,26,1154749,1912266,41.915075363,-87.706900549,"(41.915075363, -87.706900549)"
JC100885,01/01/2019 03:30:00 PM,009XX W FULLERTON AVE,0460,BATTERY,SIMPLE,CTA TRAIN,N,N,1812,43,08B,1169577,1916141,41.925398449,-87.652311296,"(41.925398449, -87.652311296)"
JC102364,01/02/2019 08:20:00 PM,062XX S EVANS AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,Y,313,20,26,1182293,1863804,41.781496083,-87.607213484,"(41.781496083, -87.607213484)"
JC100913,01/01/2019 03:50:00 PM,023XX W JACKSON BLVD,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,CHA HALLWAY/STAIRWELL/ELEVATOR,Y,Y,1225,27,04B,1160870,1898642,41.877565108,-87.68479102,"(41.877565108, -87.68479102)"
JC100295,01/01/2019 03:43:00 AM,009XX N CENTRAL PARK AVE,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENTIAL YARD (FRONT/BACK),Y,N,1121,27,18,1152207,1906100,41.898205851,-87.716402545,"(41.898205851, -87.716402545)"
JC101001,01/01/2019 09:30:00 AM,024XX W BARRY AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,N,N,1931,33,14,1159614,1920524,41.937636991,-87.688799009,"(41.937636991, -87.688799009)"
JC103153,01/02/2019 05:00:00 PM,014XX W 105TH ST,0810,THEFT,OVER $500,STREET,N,N,2212,19,06,1168630,1835132,41.703121769,-87.658129849,"(41.703121769, -87.658129849)"
JC102396,01/02/2019 09:17:00 PM,012XX S SPRINGFIELD AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,Y,N,1011,24,18,1150576,1894097,41.865300341,-87.722706798,"(41.865300341, -87.722706798)"
JC107931,01/02/2019 07:20:00 PM,026XX N NARRAGANSETT AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,2512,36,06,1133297,1916857,41.928076536,-87.785606186,"(41.928076536, -87.785606186)"
JC100040,01/01/2019 12:31:00 AM,032XX W LAWRENCE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,N,N,1713,33,14,1153943,1931709,41.968444497,-87.709341738,"(41.968444497, -87.709341738)"
JC102330,01/02/2019 02:53:00 PM,128XX S GREEN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,523,34,08B,1173015,1819472,41.660052743,-87.642532776,"(41.660052743, -87.642532776)"
JC103811,01/03/2019 10:00:00 PM,040XX W JACKSON BLVD,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,Y,N,1115,28,18,1149449,1898379,41.877072569,-87.726733001,"(41.877072569, -87.726733001)"
JC101923,01/02/2019 02:41:00 PM,043XX N HAMLIN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,1723,35,14,1150281,1928516,41.95975508,-87.722890466,"(41.95975508, -87.722890466)"
